,tweet_id,text,label
13,1283007689979842560,['obligatory mask my brown kiwi already hurts my chest again and I get pricks like months ago d wear the fucking mask d mrda xd need to go to the doctor to x the exemption already d ya'],1
14,1272949722496540672,"['What if the coronavirus thing was the only way to keep you at home while they fixed the outdoor sets, like in the Truman show?']",0
15,1276314065720291335,"['The kings do not wear masks, but at least they have been washing their hands for 40 years.']",1
16,1281688235798867972,"['#TheSecretMeeting\n', '➡️Pablo Herreros: Bolsonaro ""wearing a mask is gay"", how embarrassing. \n', '\n', ""For even if one were, it doesn't matter what one feels. 😡 \n"", 'Freedom for all, and in these times use masks. 😷 https://t.co/TdyoAJnVwm']",0
17,1282655468419198976,"['One more day, it is time to remind you of two things...\n', '\n', '#Freedailyremoteraidpass\n', '\n', ""And please, WEAR YOUR MASK WELL! It is not enough to wear it without covering your face, covering your nose and mouth... the risk is still present! Let's not go backwards because of irresponsibilities like this one.""]",0
18,1282214873582247936,"['I could not say goodbye today without giving MY ETERNAL THANKS to all OF YOU WHO HAVE PUT US AT RISK AGAIN!!!!\n', 'Thanks to you, you will see many more pictures like this one, made with only some (not all) of the photos of deceased toilets during ""1° Covid"". A THANK YOU 😡 https://t.co/IFrSafjIq8']",1
19,1277247546243645440,['I swear I am more likely to die of cold in my room than of coronavirus.'],0
20,1273186475727863808,['@InstantGamingUK @lidlespana Not the best time to put that offer considering we are with coronavirus.'],0
21,1275057327071207424,"['Abascal announces that Vox will not go to the tribute to the victims of the coronavirus that will be presided over by the King because, he says, it is ""an exculpatory ceremony"" of a ""criminal"" government https://t.co/bQ5t767HhY']",1
22,1282789295242256385,"['#madrid #COVID19 #coronavirus #StopCoronavirus #stopcovid19 NO MATTER WHAT THEY SAY, NO MATTER WHAT THE EXPERTS DO.... AS LONG AS PEOPLE ALL OVER THE WORLD AND OF ALL AGES ARE NOT SUPER RESPONSIBLE WITH THE #pandemic HAS SAID TODAY WHO K THIS IS GOING TO GET WORSE WORSE.GOD BLESS']",0
23,1275713387457138689,['👨🏻💻 | Mañueco recalls that the main problem of Ertes is that the Government has not yet decided its expansion in the sectors most affected by the pandemic. @alferma1 https://t.co/GrmunTAjn0'],1
24,1272719190907072512,['@AnkhR1982 @Antoniobetis94 @RBetisB12 For me I wish but I think there is little money and more with the covid-19 crisis.'],0
25,1281720365719392256,"['🔵 @IdiazAyuso holds a meeting with mayors and spokespersons of the Sierra Oeste to learn about their situation during the pandemic.\n', '\n', ' https://t.co/AQ8gMcD6xa']",1
26,1274688664057057280,"['We are succeeding. We Spaniards have won the first battle against Covid, united, united. \n', '\n', 'The state of alarm promoted by the government and the responsibility of everyone have saved thousands of lives.\n', '\n', 'It is not the end. It is a new beginning. \n', '\n', '#EnMarchaTodosUnidos https://t.co/i4FTJrQzNB']",0
27,1272870912073793537,['Why are we still keeping these people?'],0
28,1277812093333487618,"['Why am I right-wing?\n', 'Simple. I want the dead from this pandemic not to be forgotten and I want those responsible to pay for their negligence. I want the dead of the war to be buried forever and that the left does not stir up with its historical ""dismemory""👇.']",0
29,1277908952685121536,['Cremation in Barranquilla will operate during 24 hours due to the increase of deaths caused by coronavirus https://t.co/8hZuzwGIuo'],0
30,1283328457359884288,['I need my cell phone to recognize my face with a face mask on'],0
31,1284974993668014080,['The coronavirus ruined what could have been my best year.'],0
32,1283461403161038848,['Funding projects for COVID now is like giving orders to the defense when they have already scored a goal. It would be better to have an ambitious and long-term scientific policy.'],0
33,1280078247196327936,"['If the Ale-Hop cow can wear a mask, so can you. https://t.co/X91LiOKG0l']",0
34,1281885777807499264,['Very interesting this account by the great @javisalas in @materia_ciencia about how the WHO is backtracking and starting to recognize the transmission of the virus by aerosols. https://t.co/svP4WAfQaU'],0
35,1278968219319951362,['U.S. Embassy hosts virtual 4th of July pandemic reception https://t.co/Qfb0BlCehV @USembassyMadrid @SpainInTheUSA @FundConEspEEUU https://t.co/aJNWVPqTMR'],0
36,1281199347921715202,['#COVID19 What is happening in Florida is frightening...hospitals full of young people. Very young.'],0
37,1283373649991553025,['MOSCA so began the focus of the flea market in Maracaibo!Incredible there is no distancing at this time mercadito peatonal plaza toro @TuTaxistaVial @geranriquez @rafaellacava10 https://t.co/eKoTUF4GJs'],0
38,1272795767510650880,"['If you are a #collegiate or #collegiate of COPLEF Madrid you can order your TEST #COVID19 for 32€ 💉 💪😷\n', '\n', 'More info👉 https://t.co/7fhDXlKk2W\n', '\n', '🚩#Collapse 🔗 https://t.co/TzeMrLPqBb\n', '#CoplefMadridEresTú #VentajasColegialesCM https://t.co/Ie5MZU8i2M']",0
39,1278421489692311553,"['In February, Spain asked Europe to lower the alarm: The virus will not have a high impact. \n', '\n', 'The worst government at the worst time. https://t.co/Q9w21FRjCV']",0
40,1275310168243351553,['#LoMásLeído👉 Ten communities have worse data than Madrid in residential deaths during the epidemic https://t.co/VQUmDbSl0H'],0
41,1275031507036495872,"['""The reality has changed. The coronavirus marks a before and after, in the legislature and in our lives.""\n', '\n', '🗣 @AdrianBarbon\n', '📺 @RTPAOfficial\n', 'https://t.co/MULoX3bchb']",0
42,1272974122163765248,"['""The multinational Colisée imposes a \'covid fee\' on the elderly in its nursing homes to pay for \'extra security measures\': 85 euros per month. The company manages 50 geriatric homes in Spain."" https://t.co/mbBht4Q18B']",0
43,1279770317016248326,"[""Sanchez's trip to Lisbon was organized this Saturday. \n"", '\n', 'He will not be present at the funeral of the Covid victims at the Almudena, where the King and Queen of Spain will be present. \n', '\n', 'What contempt for Spaniards. https://t.co/PkCAxQ536c']",1
44,1285224357783101440,"['LATEST | Oxford vaccine elicits immune response against COVID-19, according to preliminary results https://t.co/YiGZuC67rZ']",0
45,1274456136264101888,"[""💙 This weekend is a perfect time to listen to the song 'Cuando estés aquí' by @pabloalboran. All proceeds from the song and covers will go to @unicef_es for the fight against #COVID19.\n"", '\n', 'via @Shareaholic     https://t.co/0gQHcrLlST']",0
46,1282466842683092994,['The judge of Lleida overturns the new confinement in eight municipalities decreed by the Government https://t.co/fEHTQZoBaT'],1
47,1279005563444174848,"['@Adrilastra Q me parto , feminist you where are you when they kill woman, go put on a surgical mask that now they say that the FPP2 in the worst, put it on you the surgical ,macarra hortera analfabeta barriobajera, where is Avila, where is Segovia, where is Valencia in England 🤦.']",0
48,1275021743527284736,"[""I don't see the mask and 40° as very compatible, to be honest.""]",0
49,1279583403843694592,"['In 3, 2, 1 ...\n', ""An #AloPresident saying it's true.""]",0
50,1273481373085548550,"[""Imagine if someone had told you last New Year's Eve that the most used words in 2020 would be:\n"", '\n', '""Pandemic"", ""coronavirus"", ""epidemiologist"", ""confinement"", ""de-escalation"" and ""new normal"".\n', '\n', ""Think about it for a second. We've gotten used to it fast, but it's pretty crazy.""]",1
51,1285138975615864832,"['Madrid and Catalonia, the communities that host the two largest cities in Spain, are not hiring trackers, the only way to control the pandemic, and they are putting us all at risk. It is very simple: they are playing with our health.\n', 'https://t.co/gi3KQxai94']",1
52,1280760837439922176,"['WHO is reviewing the scientific evidence on the role of aerosols in coronavirus transmission. In my opinion, it is very likely to change its position as it did with facemasks. What is all this aerosol mess?']",0
53,1271888761421475840,"['THE EFFECT OF COVID-19 ON AQUATIC FACILITIES \n', '\n', '🔴 LAST POSITIONS🔴\n', '\n', '📅Monday 15 WE BEGIN \n', '\n', 'You can still make your REGISTRATION \n', '\n', '3 ECTS\n', 'Only 150 euros\n', '\n', 'https://t.co/SwjKCWCZUj \n', '\n', '@GallardoLeonor @logo2206']",0
54,1273558518835052544,"['The King spoke today by videoconference with the heads of the Museo Nacional Centro de Arte Reina Sofía, who told them about the actions taken during the pandemic at the cultural institution, which reopened its doors again a few days ago. https://t.co/5GjvRmM1IZ https://t.co/BRuCtjrWE9']",1
55,1281856097163206659,"['If there are people who think that no one can force them to wear a mask, I do not want to imagine what opinion they have, I do not know, about paying taxes, complying with traffic regulations, recycling, making noise at home. And who is anyone to force something to a ""free"" citizen, right?']",0
56,1280013749659803648,"['New rudeness of Sanchez to those killed by the coronavirus: he flees to Portugal to avoid attending the funeral in La Almudena.      \n', 'https://t.co/gO61QGPB5f']",0
57,1278061870059061248,"['The good also spreads, I congratulate the @SRIoficialEc as it coordinates the distancing and all biosecurity measures, a lot of order, caution, security, staff everywhere coordinating and enforcing the distancing, clean and disinfect everything every second. https://t.co/sXlkU5lfBr']",1
58,1278995740082057217,"['Our #ayusosepulturera spent 650.000€ in cell phones in the middle of pandemic supposedly, because it is not known, for whom or for which pocket it has gone. \n', '#MyHealthNotYourBusiness https://t.co/MV8JSyPCGl']",0
59,1276178107448336384,"['Cab drivers organized in Madrid to provide free transportation to toilets. They provided 150,000 free services. Several cab drivers died of coronavirus. Ayuso has left them stranded and has hired Uber with whom Kike Sarasola, the luxury apartment entrepreneur, has business.']",1
60,1285327037939556353,['putting on a face mask to see if it fixes all the problems in my life.'],0
61,1284361247119613952,['#MostReaded The map of coronavirus outbreaks in Spain https://t.co/MEB5g5Yoir'],0
62,1272859793053622274,"['🆘 THE OPPONENTS OF JUSTICE ASK FOR CLARIFICATION OF THE CURRENT SITUATION OF THE SELECTIVE PROCESSES OF FREE SHIFT. SINCE THE SUSPENSION BY COVID, THERE IS NO OFFICIAL NEWS OF RESUMPTION!\n', '\n', '#OPOSDEINJUSTICIA\n', '\n', '@AdoajAsociacion \n', '@justiciagob \n', '\n', 'Move the hashtag or retweet!!!️']",0
63,1272206520982388736,"['🇺🇸 UNITED STATES \n', '\n', 'Michael Flor (70 years old) was infected with coronavirus and spent 62 days at Swedish Isaaquah Hospital in Seattle. He survived.\n', 'With the discharge report he was given a 181-page invoice for a total of $1,122,501. https://t.co/mEA9cqZcZu']",0
64,1276093031154962433,"['A PP deputy criticizes the ""medieval confinement"" imposed by the government. \n', 'I used to criticize that the confinement did not begin before 8M.\n', 'Is it possible to be more foolish?']",1
65,1276769415267262464,"['In case anyone thought that COVID-19 was already over... \n', ""X-ray of a yesterday's admission. 46 years old. Severe respiratory failure, may end up going down to ICU today.\n"", 'Now come out all together and without masks, guys! https://t.co/VfM7NU677K']",0
66,1273677739720130565,"['Are you thinking of traveling this summer? Check out the proposals from the @Europarl_EN     @parlamentoUE.\n', 'Coronavirus: practical tips for safe travel\n', 'More info:https://t.co/Oyf2F7jE0i https://t.co/Id0KaMLlk7']",0
67,1284428629250838529,"[""If you're going to the #beach🏖️ in A #Coruña today, remember:\n"", '- Mask on for walks and trips, except for going to/returning from the water.\n', '- For sunbathing on your site, you can do without a mask.\n', '- Will there be room? Check the @ConcelloCoruna website or app https://t.co/Kqg5eu43YL beforehand.']",0
68,1285310610130055168,"[""@Bravo199285 @Telegrafia02 There are people who comment that this vaccine is bad for them..I've been getting the flu vaccine for more than 8 years.before it was always very complicated with throat and ear infection..I had to take antibiotics..no longer...I get it much more lax and if anything some paracetamol. 👩💻""]",0
69,1272107543607869440,"['🦠 A pandemic \n', '⚽ Three months without playing....\n', '👑 but he is still the KING. \n', '\n', '💙❤ Simply put, Leo Messi https://t.co/5JwCDwmJRh']",1
70,1271796919136903169,"['Pedro Sánchez responding to Miley Cyrus.\n', 'We have seen it all in this life']",0
71,1278680211064868866,"[""I'm not sure if I'm going to be able to enjoy my grandmother's cake, homemade, with maria cookies, a belmonte and coffee with aniseed.@gonzalsalserr The good thing about the pandemic and not having soccer, is the time I can enjoy you guys.Crazy? Maybe... But honest. Blessed madness. Dream, then exist. https://t.co/CWkHmUeNYs""]",0
72,1280807139817279488,"['In our #imprentadigital we make #vinyls of #protection against #COVID19, as well as informative posters and flyers. By hiring these services you collaborate in the #employment #insertion of people with #disabilities. \n', '👉https://t.co/yHYVbOCMzc https://t.co/bOCjbzEcFg']",0
73,1276088173974761479,"['The #EFEFEForum on #Environment begins, focusing on the contributions of the urban water sector to support post- #COVIDー19 reconstruction, which will address how to strengthen the role of urban water in the political agenda. \n', '\n', 'https://t.co/ASvsiO9r5m']",0
74,1281432664118120448,"[""Just as the covid detonated pre-existing social problems and amplified gaps, it also came to me to finish the thundering of threads that were wrongly intended to sustain distances and to reinforce that there are places where I no longer want to put my affections. It's not so nice but it's okay.""]",0
75,1281101509946736646,"['In February the DG of Public Health of the @goib said that ""the mask gives a false sense of protection"". \n', 'As of this weekend, 5 months later, the use of the mask will be mandatory.\n', 'What is false? \n', '😷🤥 https://t.co/gDboU9Ma4l']",0
76,1272123591577001984,"[""HELP🙏🏽 Luis Perez, my friend Marta's father died of COVID-19 when he was infected at his job (doctor) while trying to save lives. Berkley company doesn't want to accept it for what it is: work accident. And they are collecting signatures: https://t.co/xQFMYv1vZL""]",1
77,1282926529572462592,['But Lopez Gatell has mishandled the pandemic 😭.'],0
78,1277542057423372288,"['🦠In #CastillayLeón we bet on prudence and security to face #COVID19.\n', '\n', '🔊""We felt it was key, and going fast could be terrible. Going backwards is worse and hard to bear. This has not gone down in history.""\n', '\n', '📺@FranciscoIgea and Verónica Casado, @cyltv https://t.co/pnb4M75c43']",0
79,1282436685150785536,"['Back to the movies after the coronavirus : https://t.co/aqHdIP4vpc\n', 'How was your experience? 🤔 \n', '#Cinema #HappySaturday #Covid_19']",0
80,1277060847009968128,['Would you like to enter the draw to win a week in the ICU? Participate by putting the mask on your elbow!'],0
81,1282987000614866947,"['This is how the revolution works:\n', 'By October, Cuba will have the first 500 ventilators of its own manufacture to cope with Covid-19 and meet the needs of the people.\n', '#CubaForLife\n', 'https://t.co/5QZYjyvAXL']",0
82,1284298956831416320,"['Sporchigrista Brotons says that it is surprising that RO has won its last 3 games. Curiously, it is the 2nd team that has made more points after Fuenlabrada, after the confinement. It seems that for Gijon and its ""satellites fartones"", has hurt the blue resurrection.']",0
83,1281963882299494400,"[""Sánchez criticized Zarzuela for Felipe VI's attendance at the funeral for the coronavirus victims\n"", '\n', 'Clash between the Government and the Crown over the presence of the monarch at the funeral organized by the Episcopal Conference: ""They have made us look very bad"".\n', '\n', 'Long live the King! https://t.co/9J1YJZRkw1']",1
84,1284848342850314240,"['Coronavirus outbreaks continue to rise... Cordoba, Seville, Almeria, the most affected https://t.co/eVK9gK6Ee8 via @marca']",0
85,1273954350478524417,"['The world: there is a global pandemic that kills people at risk and leaves severe sequelae in the lungs, even in young people.\n', '\n', ""Young people: who's up for a MASSIVE beach get-together for San Juan? 🤪""]",0
86,1273401437012267008,"['""Covid-19 Schedule"" https://t.co/1RPtLFx2gb']",0
87,1276273766914547713,"['Steps backward, the new March.']",0
88,1280470034066833408,"['Bus driver brain-dead after refusing to carry 5 migrants without masks\n', '\n', 'https://t.co/Pj47Rb2bDC']",1
89,1278333808585183233,"[""Hi! I don't think this will come to anything but well, my mom's store changed location just before the confinement and if you could give us a hand and share we would appreciate it a lot:))))\n"", '@varaderojerez all info in the new profile!!! https://t.co/dsuhyKeYvR']",0
90,1272078649001488384,"['The scientific community is divided on this route of contagion. There is much evidence that it is possible, but its extent would be very limited to conditions of continuous exposure and absence of ventilation https://t.co/fJ8vaU4fMh.']",0
91,1282584202056290305,"['@Carol_Raval @rafapal Is the thing about the very dangerous covid leaking through the air a great scientific discovery too? (as a rare thing)\n', 'What about the fact that autopsies have not been performed on all those who died from covid?\n', '80 previous pathologies but the cause of death is covid, it is also a scientific idea.']",0
92,1276138139887849472,"[""@LuciaNIetox Better to come back to confinement so you don't feel like fucking because you're locked up but if you call me I'll come""]",0
93,1285073288809656320,['Pedro Sánchez without a mask in the middle of the EU summit while the rest of the leaders do not take it off https://t.co/LtaFSpu5DB'],0
94,1273601344880939010,"['@miamor49 @ldpsincomplejos That the data is not correct says the WHO, which does not include mos deceased without test but compatible by Covid, the data does not match what the CCAA transmit. They themselves have said that they know they have to change it..but without haste. You are rude. And abhorred.']",0
95,1274453075026153472,['From the Madrid Association of Surgeons @CirujanosMad we adhere to the statement in defense of the performance of our colleagues in the crisis of #COVID19 https://t.co/GDtZnn1H1h'],1
96,1272628250087436291,['Coronavirus delivers another piece of bad news: asymptomatic people also suffer damage | The HuffPost https://t.co/nuoebzmXID'],0
97,1279699287811796992,"[""good morning I just woke up and I'm already angry with the fucking rich guiris that come to spain on vacation I hope you get the covid""]",0
98,1285322949323620353,"[""@fatohenkabronao @heraldoes Hey hey, seeing how zgz is playing post confinement it's an achievement to have won today! We deserve portada🤣 congratulations 👏🏻""]",0
99,1279137748666978309,"['In France, Macron has his entire government resign following the COVID crisis.\n', '\n', 'In Spain, Fernando Simón poses on the cover of a magazine.\n', '\n', 'Make it happen.']",0
100,1274627389872455680,"[""❌ The #coronavirus and WhatsApp chains: 27 false alerts and remedies that don't work #coronavirusfacts 👇 https://t.co/zC7SyeMSuK""]",0
101,1278556597233614848,"['According to the WHO, killing 60,000 people is good management.\n', '#COVID19']",0
102,1282046413384245248,"['After remembering this, it is impossible to blame the fat cats or the governors. The blame lies with the federal government, which never wanted to say that the matter was serious, dangerous and deadly. You know, that old PRI style of telling us that everything is fine.']",1
103,1274232528405176321,['I remove your mask with a nipple on the first date.'],0
104,1285292292920811521,"['@abc_es He has already quit surfing.\n', '\n', 'Now it is partying.\n', '\n', ""That's what this #CriminalGovernment is like. \n"", 'AND MISERABLE.\n', '\n', 'Without morals or shame.\n', '\n', '(The person responsible for the 50,000 deaths caused by coronavirus, as it has affected him) https://t.co/8AUFF86LMF']",0
105,1281371898039930882,"['How fortunate that the covid caught us with another president, otherwise we would have more deaths than the USA with this asshole at the helm... yes, we all understand what he means by FREE.']",1
106,1279393966111297536,"['🎙 @QSetien: ""After the confinement Villarreal is being one of the best teams, they are in a great moment.""\n', '\n', '#VillarrealBarça\n', '#FCBlive \n', '\n', 'https://t.co/jGcOH4YrQe']",0
107,1272165442098995203,"['In Venezuela, 3 necessary measures must be taken in order to get out of chabestialism:\n', '\n', '1) Re-educate the chavista who wishes to do so;\n', '\n', '2)Capturing the beasts to prevent them from reproducing, and\n', '\n', '3) Give a lobotomy to the bag that insists on braying: Chavez lives!\n', '\n', '#ElChavismoEs el virus\n', '#15Jun']",0
108,1284256333143969792,"['Several Seville PP officials are caught in a discotheque doing the viral coffin dance during the pandemic. Among them the president of Nuevas Generaciones, @pedrogonzalezpp. Exemplary. https://t.co/93X9FV14tg']",1
109,1276069757981265926,"['Yesterday I went to a shopping mall. What a shame!\n', '\n', 'People without masks, without using the disinfectant gel and passing everything viva la pepa! \n', '\n', 'This is not about political ideas, a red takes off his mask just like a fanatic.\n', '\n', ""It's all about civility, gentlemen.""]",0
110,1275059596051181568,"[""📌That's right.""]",0
111,1274610250826551296,"['One of the most interesting questions in the resumption of @LaLiga was to know the post-confinement injury incidence.\n', '\n', 'Well, @Lovillo99 and I have compiled the #injuries produced in this period, and the ⬆️ involvement of the anterior rectus is striking. \n', '\n', 'The result 👇 https://t.co/SLDlsunwnN']",0
112,1281513313122291712,['The health area of Badajoz concentrates the six new covid positives in Extremadura | Hoy https://t.co/aom8Pb2vpF'],0
113,1276746422189264897,"['""Colombia has the pandemic crisis but all the possibilities of recovery. Venezuela has an aggravated crisis with almost no possibility of recovery, unless they change the system.""\n', '\n', 'https://t.co/CTfatCBpCl https://t.co/1gW9uUNOED']",0
114,1271868314348851203,['70-year-old American receives hospital bill after being treated by COVID: more than $1 million. https://t.co/INQMdQl7sk'],0
115,1273578990331203584,"['This would be a news bombshell in any other country. But here, the head of the Federal Health Service who gave the figure has not explained how it is that the number of health workers who died has increased by almost 400. The Russian authorities do not usually give explanations to citizens https://t.co/63MeUVrQ80']",1
116,1280529639803363330,"['Jair Bolsonaro, positive for coronavirus https://t.co/1NCs5lXRPn']",0
117,1281031391329898496,['I thought it was a mask from Catalonia.'],0
118,1284521456311951360,['LIVE | A 36-year-old man with a long police record has been arrested in Torrox (Malaga) after setting fire to a bazaar run by a Chinese family to which he had been denied access hours earlier for not wearing a mask https://t.co/AY6MwPNBdj https://t.co/BFOdIQvUN9'],0
119,1280754185248653312,"[""It is not a virus only for old people. Be careful, it's not over yet. https://t.co/crQJWF2mox""]",0
120,1272115851353874432,['Help the daughter of this doctor who died of Coronavirus 🙏❤'],1
121,1275546420339146754,"['1- The PP asks its commanders to use the covid-19 dead politically. \n', '2.- Submits to the European Commission a report questioning that Spain is a State under the rule of law.\n', 'Calls for European aid to be conditional on \n', 'What is called a moderate and patriotic opposition.']",0
122,1278435746546925570,"['Have you forgotten to mention the King of Spain? Or do you include him in the ""we give"", putting yourself on the same level as the King? https://t.co/63G1AYNWJO']",1
123,1273645019858194432,['The coronavirus caused a 22.4% drop in exports of Asturian companies in April. Imports fell by 38.5%. The trade balance was +105.3 million https://t.co/afQ2BgGAGG'],0
124,1285317886177955841,"[""@RobertoVD19 It's about being objective, before the confinement Rakitic was pitiful, but after that he has played further back and had good games.""]",0
125,1277285504665432064,"['Sweden is the European country that opted not to confine or temporarily close the economy to curb the coronavirus.\n', '\n', 'Here are the new cases per 100,000 inhabitants in the last week. https://t.co/nMH6JIGXHx']",0
126,1279117328798621697,"['Have you had any symptoms in probable relationship with #COVIDー19 ❓.\n', '\n', 'At what point was❓\n', '\n', 'Did you seek health care for it❓or were they mild symptoms and you finally did not consult❓.\n', '\n', 'Tell us about it 👉🏼https://t.co/pSccOnmXOW \n', '\n', 'Thank you @mlalanda for helping us🙌🏼 https://t.co/APVd7UaHLs']",0
127,1280938316419018753,"['@eldiariogalicia According to these freaks, the Central Government in March had to know everything about Covid-19; but now, knowing what we know, everything is unjustified alarmism. ""Well this is what there is, indications of the CNM"" #EleccionesGalicia #Elecciones12J #EleccionessGalegas https://t.co/iE7LmO4Xpa']",0
128,1274653791162380288,"['- Make a wish.\n', '\n', 'If there is an outbreak, only people who go without masks or wear them incorrectly will be infected.']",0
129,1282222381713567745,"['👩🏻⚕️ #CiudadanosEnLaJunta works to improve the working conditions and salaries of our healthcare workers.\n', '\n', '👉 @AndaluciaJunta will allocate €73M for its healthcare professionals, heroes during the #COVID19 pandemic, to enjoy a reward for their sacrifice and effort https://t.co/bxCXqTGcAk']",1
130,1282969291558514689,"['When the public prosecutor and a judge try to prevent the Generalitat from decreeing the confinement, for the benefit of all citizens, it is clear that this part of justice is not that they are aliens, they are scoundrels and criminals.']",1
131,1271882461266546689,"['The President of the Government of the Nation talking on Twitter with Hanna Montana, and the dead without counting. Tired as hell.']",1
132,1282278835963207680,"['#11Jul A tiered division of the quarantine was announced.\n', '\n', 'Level 1 will be a radical quarantine in the places where there is the highest number of infections: Zulia, El Vigía, all border municipalities and Cumaná.\n', '\n', 'Check out the A5 slate with updated figures from Covid19 👇🏼👩🏻🏫 https://t.co/IGPlgTxMdl']",0
133,1276244016963649536,['Patient isolated by Covid dies after family disconnected his ventilator to plug in a ventilator https://t.co/yiA0QKtkdK'],0
134,1272462148367679488,"['My Monday, June 15, 2020 DC question is:\n', '\n', 'Will any PSOE or UP voter who was left without a job, has died a loved one because of the criminal management of this government in the Pandemic, still without receiving the ERTE etc. will continue to vote for these Social-Communists? https://t.co/KMj5bsjhSK']",1
135,1277992899137933313,"['The PSOE and PODEMOS vote against lowering the VAT on masks, gloves and hydroalcoholic gels from the current 21% to 4%. As everyone knows, in order for citizens not to suffer economically in the face of a pandemic, it is far more important to lower the VAT on cinema.']",0
136,1276077560489750529,"['I have just encountered a strong reality check. The first direct consequence of the coronavirus crisis that I see. In Hondarribia, an elderly man (when I say elderly, I mean 65-70 years old) goes down the street selling Idiázabal cheese wedges. Very hard']",0
137,1272166718060802048,"['Catalan \'kale borroka\' prepares violent comeback after pandemic: ""There is no peaceful insurrection"": https://t.co/sBi3o0MCcy']",0
138,1279903347907198979,['Pedro Sánchez will not go tomorrow to the state funeral for those killed by the #coronavirus in the Almudena Cathedral because he is a coward.'],0
139,1272494658346717184,"['Former WHO director: ""deaths from Covid19 must be half of what they say because anyone who tests positive for the test or with similar symptoms counts"".\n', '\n', 'Some ex-employees of this mafia-like institution are going off the deep end.\n', '\n', 'https://t.co/DBuIYPdvrL']",1
140,1281633795108671488,"[""While talking about the King Emeritus there is no talk of Dina Bousselham's SD card, the government's mismanagement of the pandemic or the flare-ups that come from relaxing. It's all perks (for some).""]",1
141,1280523192742940674,"['What a shame, really. What an injustice. What a disgusting racism. We must put an end to this damn discrimination that continues to treat many of our neighbors as second-class people.']",0
142,1285471956985421824,['COVID is going to make us assholes or what? Untreated cancer KILLS yes or yes?'],0
143,1283342558899449860,"['We know that the pandemic has brought our lives to a complete halt, but how has COVID affected your research projects? Today we want to make visible the difficulties that scientists have encountered to continue their work👂 👇\n', '#WithoutScienceThereIsNoFuture https://t.co/GWu0aXAJlF']",1
144,1279687585221271552,"['Dialectic gymnastics to avoid saying ""NATIONALIZE"".']",0
145,1278329513563377665,"[""Let the left's old-fashioned prejudice against concerted education -with freedom- not even in a pandemic. https://t.co/GyhzAmzCON""]",0
146,1283322712467951617,"['Paco has beaten the coronavirus. He has won the battle after 99 days in the ICU, fighting against the disease: ""It has been very hard. I hope that what happened will never happen again. I was more dead than alive"".\n', '\n', '📺 Her testimony, on @LaMananaTVE https://t.co/jsEYspybjz #LaMañanaTVE #COVID19 https://t.co/KzWIqtrLAy']",0
147,1277937597218729990,"['When reality makes you overcome your dogmatism.\n', '\n', 'Government privatizes first line of defense against #Covid19 at Barajas. https://t.co/3DoiR3VawI']",0
148,1284365233776209920,['The virus changes the neoliberal paradigm: the era of state capitalism is upon us https://t.co/ULehOMlJK0'],0
149,1272603612552757250,"['Herman Tersch saying that the virus was created by the Chinese to attack the West.... Ayuso that the D is from December....\n', 'Bunbury and Miguel Bose raving about 5G... Cardinal Cañizares that vaccines are cells of aborted fetus...\n', '\n', 'Thank goodness we were going to get out of this one better...']",1
